date,keyword,value,region,disease
2024-04-08,hantavirus sintomas,65.64,MX,hantavirus
2024-04-08,hantavirus sintomas,66.08,SLP,hantavirus
2024-04-08,covid tos,61.93,MX,covid
2024-04-08,covid tos,58.97,SLP,covid
2024-04-08,covid fiebre,59.67,MX,covid
2024-04-08,covid fiebre,62.78,SLP,covid
2024-04-08,perdida de olfato,51.88,MX,covid
2024-04-08,perdida de olfato,59.03,SLP,covid
2024-04-08,covid mexico,37.44,MX,covid
2024-04-08,covid mexico,50.03,SLP,covid
2024-04-08,covid slp,32.57,MX,covid
2024-04-08,covid slp,42.66,SLP,covid
2024-04-08,dengue fiebre,61.31,MX,dengue
2024-04-08,dengue fiebre,62.53,SLP,dengue
2024-04-08,dolor de huesos,63.16,MX,dengue
2024-04-08,dolor de huesos,67.54,SLP,dengue
2024-04-08,sarpullido,53.35,MX,dengue
2024-04-08,sarpullido,57.62,SLP,dengue
2024-04-08,dengue slp,52.5,MX,dengue
2024-04-08,dengue slp,40.68,SLP,dengue
2024-04-08,mosquito,58.08,MX,dengue
2024-04-08,mosquito,59.58,SLP,dengue
2024-04-09,tos,58.18,MX,hantavirus
2024-04-09,tos,67.47,SLP,hantavirus
2024-04-09,fiebre,65.97,MX,hantavirus
2024-04-09,fiebre,58.15,SLP,hantavirus
2024-04-09,dolor muscular,62.31,MX,hantavirus
2024-04-09,dolor muscular,54.93,SLP,hantavirus
2024-04-09,dificultad para respirar,54.68,MX,hantavirus
2024-04-09,dificultad para respirar,45.23,SLP,hantavirus
2024-04-09,sangrado,38.88,MX,hantavirus
2024-04-09,sangrado,37.86,SLP,hantavirus
2024-04-09,raton de campo,46.71,MX,hantavirus
2024-04-09,raton de campo,45.63,SLP,hantavirus
2024-04-09,hantavirus sintomas,64.21,MX,hantavirus
2024-04-09,hantavirus sintomas,57.71,SLP,hantavirus
2024-04-09,covid tos,69.05,MX,covid
2024-04-09,covid tos,60.83,SLP,covid
2024-04-09,covid fiebre,67.27,MX,covid
2024-04-09,covid fiebre,61.82,SLP,covid
2024-04-09,perdida de olfato,50.67,MX,covid
2024-04-09,perdida de olfato,55.85,SLP,covid
2024-04-09,covid mexico,54.74,MX,covid
2024-04-09,covid mexico,40.73,SLP,covid
2024-04-09,covid slp,46.5,MX,covid
2024-04-09,covid slp,42.89,SLP,covid
2024-04-09,dengue fiebre,68.48,MX,dengue
2024-04-09,dengue fiebre,61.97,SLP,dengue
2024-04-09,dolor de huesos,68.66,MX,dengue
2024-04-09,dolor de huesos,71.16,SLP,dengue
2024-04-09,sarpullido,66.02,MX,dengue
2024-04-09,sarpullido,62.92,SLP,dengue
2024-04-09,dengue slp,45.53,MX,dengue
2024-04-09,dengue slp,59.45,SLP,dengue
2024-04-09,mosquito,57.85,MX,dengue
2024-04-09,mosquito,51.23,SLP,dengue
2024-04-10,tos,59.16,MX,hantavirus
2024-04-10,tos,65.01,SLP,hantavirus
2024-04-10,fiebre,54.55,MX,hantavirus
2024-04-10,fiebre,64.21,SLP,hantavirus
2024-04-10,dolor muscular,44.29,MX,hantavirus
2024-04-10,dolor muscular,52.9,SLP,hantavirus
2024-04-10,dificultad para respirar,46.54,MX,hantavirus
2024-04-10,dificultad para respirar,42.26,SLP,hantavirus
2024-04-10,sangrado,54.16,MX,hantavirus
2024-04-10,sangrado,39.33,SLP,hantavirus
2024-04-10,raton de campo,45.7,MX,hantavirus
2024-04-10,raton de campo,49.61,SLP,hantavirus
2024-04-10,hantavirus sintomas,54.18,MX,hantavirus
2024-04-10,hantavirus sintomas,50.75,SLP,hantavirus
2024-04-10,covid tos,60.07,MX,covid
2024-04-10,covid tos,55.56,SLP,covid
2024-04-10,covid fiebre,61.25,MX,covid
2024-04-10,covid fiebre,54.87,SLP,covid
2024-04-10,perdida de olfato,49.18,MX,covid
2024-04-10,perdida de olfato,56.75,SLP,covid
2024-04-10,covid mexico,41.79,MX,covid
2024-04-10,covid mexico,48.54,SLP,covid
2024-04-10,covid slp,41.17,MX,covid
2024-04-10,covid slp,35.09,SLP,covid
2024-04-10,dengue fiebre,67.0,MX,dengue
2024-04-10,dengue fiebre,68.22,SLP,dengue
2024-04-10,dolor de huesos,78.12,MX,dengue
2024-04-10,dolor de huesos,67.9,SLP,dengue
2024-04-10,sarpullido,59.92,MX,dengue
2024-04-10,sarpullido,52.32,SLP,dengue
2024-04-10,dengue slp,56.14,MX,dengue
2024-04-10,dengue slp,49.14,SLP,dengue
2024-04-10,mosquito,51.41,MX,dengue
2024-04-10,mosquito,49.1,SLP,dengue
2024-04-11,tos,59.95,MX,hantavirus
2024-04-11,tos,60.29,SLP,hantavirus
2024-04-11,fiebre,61.95,MX,hantavirus
2024-04-11,fiebre,59.71,SLP,hantavirus
2024-04-11,dolor muscular,48.96,MX,hantavirus
2024-04-11,dolor muscular,53.31,SLP,hantavirus
2024-04-11,dificultad para respirar,43.02,MX,hantavirus
2024-04-11,dificultad para respirar,49.04,SLP,hantavirus
2024-04-11,sangrado,47.65,MX,hantavirus
2024-04-11,sangrado,35.04,SLP,hantavirus
2024-04-11,raton de campo,51.78,MX,hantavirus
2024-04-11,raton de campo,52.78,SLP,hantavirus
2024-04-11,hantavirus sintomas,51.33,MX,hantavirus
2024-04-11,hantavirus sintomas,60.95,SLP,hantavirus
2024-04-11,covid tos,56.66,MX,covid
2024-04-11,covid tos,55.63,SLP,covid
2024-04-11,covid fiebre,55.55,MX,covid
2024-04-11,covid fiebre,62.39,SLP,covid
2024-04-11,perdida de olfato,50.04,MX,covid
2024-04-11,perdida de olfato,61.17,SLP,covid
2024-04-11,covid mexico,49.55,MX,covid
2024-04-11,covid mexico,41.28,SLP,covid
2024-04-11,covid slp,30.06,MX,covid
2024-04-11,covid slp,42.53,SLP,covid
2024-04-11,dengue fiebre,64.15,MX,dengue
2024-04-11,dengue fiebre,58.15,SLP,dengue
2024-04-11,dolor de huesos,76.86,MX,dengue
2024-04-11,dolor de huesos,66.98,SLP,dengue
2024-04-11,sarpullido,61.59,MX,dengue
2024-04-11,sarpullido,65.61,SLP,dengue
2024-04-11,dengue slp,55.31,MX,dengue
2024-04-11,dengue slp,56.45,SLP,dengue
2024-04-11,mosquito,55.17,MX,dengue
2024-04-11,mosquito,41.94,SLP,dengue
2024-04-12,tos,57.2,MX,hantavirus
2024-04-12,tos,59.54,SLP,hantavirus
2024-04-12,fiebre,64.4,MX,hantavirus
2024-04-12,fiebre,59.02,SLP,hantavirus
2024-04-12,dolor muscular,54.1,MX,hantavirus
2024-04-12,dolor muscular,54.18,SLP,hantavirus
2024-04-12,dificultad para respirar,42.39,MX,hantavirus
2024-04-12,dificultad para respirar,40.34,SLP,hantavirus
2024-04-12,sangrado,39.37,MX,hantavirus
2024-04-12,sangrado,45.49,SLP,hantavirus
2024-04-12,raton de campo,52.7,MX,hantavirus
2024-04-12,raton de campo,43.1,SLP,hantavirus
2024-04-12,hantavirus sintomas,56.85,MX,hantavirus
2024-04-12,hantavirus sintomas,54.39,SLP,hantavirus
2024-04-12,covid tos,57.21,MX,covid
2024-04-12,covid tos,56.96,SLP,covid
2024-04-12,covid fiebre,54.68,MX,covid
2024-04-12,covid fiebre,60.48,SLP,covid
2024-04-12,perdida de olfato,40.29,MX,covid
2024-04-12,perdida de olfato,53.44,SLP,covid
2024-04-12,covid mexico,48.84,MX,covid
2024-04-12,covid mexico,41.3,SLP,covid
2024-04-12,covid slp,43.7,MX,covid
2024-04-12,covid slp,40.67,SLP,covid
2024-04-12,dengue fiebre,68.57,MX,dengue
2024-04-12,dengue fiebre,72.17,SLP,dengue
2024-04-12,dolor de huesos,67.29,MX,dengue
2024-04-12,dolor de huesos,71.86,SLP,dengue
2024-04-12,sarpullido,66.52,MX,dengue
2024-04-12,sarpullido,61.62,SLP,dengue
2024-04-12,dengue slp,47.01,MX,dengue
2024-04-12,dengue slp,51.3,SLP,dengue
2024-04-12,mosquito,55.77,MX,dengue
2024-04-12,mosquito,53.82,SLP,dengue
2024-04-13,tos,59.14,MX,hantavirus
2024-04-13,tos,60.8,SLP,hantavirus
2024-04-13,fiebre,63.52,MX,hantavirus
2024-04-13,fiebre,62.99,SLP,hantavirus
2024-04-13,dolor muscular,53.58,MX,hantavirus
2024-04-13,dolor muscular,57.59,SLP,hantavirus
2024-04-13,dificultad para respirar,49.17,MX,hantavirus
2024-04-13,dificultad para respirar,48.04,SLP,hantavirus
2024-04-13,sangrado,47.37,MX,hantavirus
2024-04-13,sangrado,48.87,SLP,hantavirus
2024-04-13,raton de campo,42.86,MX,hantavirus
2024-04-13,raton de campo,62.68,SLP,hantavirus
2024-04-13,hantavirus sintomas,59.04,MX,hantavirus
2024-04-13,hantavirus sintomas,57.04,SLP,hantavirus
2024-04-13,covid tos,50.93,MX,covid
2024-04-13,covid tos,62.91,SLP,covid
2024-04-13,covid fiebre,60.83,MX,covid
2024-04-13,covid fiebre,51.93,SLP,covid
2024-04-13,perdida de olfato,54.16,MX,covid
2024-04-13,perdida de olfato,57.07,SLP,covid
2024-04-13,covid mexico,46.27,MX,covid
2024-04-13,covid mexico,50.58,SLP,covid
2024-04-13,covid slp,38.91,MX,covid
2024-04-13,covid slp,50.77,SLP,covid
2024-04-13,dengue fiebre,67.25,MX,dengue
2024-04-13,dengue fiebre,66.95,SLP,dengue
2024-04-13,dolor de huesos,61.01,MX,dengue
2024-04-13,dolor de huesos,72.35,SLP,dengue
2024-04-13,sarpullido,64.73,MX,dengue
2024-04-13,sarpullido,60.74,SLP,dengue
2024-04-13,dengue slp,53.44,MX,dengue
2024-04-13,dengue slp,53.43,SLP,dengue
2024-04-13,mosquito,55.93,MX,dengue
2024-04-13,mosquito,51.79,SLP,dengue
2024-04-14,tos,61.66,MX,hantavirus
2024-04-14,tos,58.85,SLP,hantavirus
2024-04-14,fiebre,56.25,MX,hantavirus
2024-04-14,fiebre,64.03,SLP,hantavirus
2024-04-14,dolor muscular,58.15,MX,hantavirus
2024-04-14,dolor muscular,58.33,SLP,hantavirus
2024-04-14,dificultad para respirar,43.41,MX,hantavirus
2024-04-14,dificultad para respirar,49.67,SLP,hantavirus
2024-04-14,sangrado,43.77,MX,hantavirus
2024-04-14,sangrado,40.73,SLP,hantavirus
2024-04-14,raton de campo,46.18,MX,hantavirus
2024-04-14,raton de campo,53.59,SLP,hantavirus
2024-04-14,hantavirus sintomas,49.94,MX,hantavirus
2024-04-14,hantavirus sintomas,65.29,SLP,hantavirus
2024-04-14,covid tos,55.67,MX,covid
2024-04-14,covid tos,54.11,SLP,covid
2024-04-14,covid fiebre,67.63,MX,covid
2024-04-14,covid fiebre,61.09,SLP,covid
2024-04-14,perdida de olfato,43.41,MX,covid
2024-04-14,perdida de olfato,52.87,SLP,covid
2024-04-14,covid mexico,47.01,MX,covid
2024-04-14,covid mexico,47.15,SLP,covid
2024-04-14,covid slp,38.06,MX,covid
2024-04-14,covid slp,38.77,SLP,covid
2024-04-14,dengue fiebre,61.06,MX,dengue
2024-04-14,dengue fiebre,62.61,SLP,dengue
2024-04-14,dolor de huesos,65.0,MX,dengue
2024-04-14,dolor de huesos,71.17,SLP,dengue
2024-04-14,sarpullido,59.39,MX,dengue
2024-04-14,sarpullido,67.31,SLP,dengue
2024-04-14,dengue slp,52.61,MX,dengue
2024-04-14,dengue slp,64.29,SLP,dengue
2024-04-14,mosquito,59.24,MX,dengue
2024-04-14,mosquito,51.37,SLP,dengue
2024-04-15,tos,71.46,MX,hantavirus
2024-04-15,tos,57.09,SLP,hantavirus
2024-04-15,fiebre,60.12,MX,hantavirus
2024-04-15,fiebre,60.37,SLP,hantavirus
2024-04-15,dolor muscular,58.22,MX,hantavirus
2024-04-15,dolor muscular,55.31,SLP,hantavirus
2024-04-15,dificultad para respirar,48.91,MX,hantavirus
2024-04-15,dificultad para respirar,41.78,SLP,hantavirus
2024-04-15,sangrado,44.45,MX,hantavirus
2024-04-15,sangrado,25.45,SLP,hantavirus
2024-04-15,raton de campo,52.42,MX,hantavirus
2024-04-15,raton de campo,42.99,SLP,hantavirus
2024-04-15,hantavirus sintomas,56.81,MX,hantavirus
2024-04-15,hantavirus sintomas,62.17,SLP,hantavirus
2024-04-15,covid tos,60.44,MX,covid
2024-04-15,covid tos,59.04,SLP,covid
2024-04-15,covid fiebre,65.38,MX,covid
2024-04-15,covid fiebre,50.28,SLP,covid
2024-04-15,perdida de olfato,59.84,MX,covid
2024-04-15,perdida de olfato,62.22,SLP,covid
2024-04-15,covid mexico,49.39,MX,covid
2024-04-15,covid mexico,33.44,SLP,covid
2024-04-15,covid slp,45.75,MX,covid
2024-04-15,covid slp,50.16,SLP,covid
2024-04-15,dengue fiebre,73.38,MX,dengue
2024-04-15,dengue fiebre,70.82,SLP,dengue
2024-04-15,dolor de huesos,74.81,MX,dengue
2024-04-15,dolor de huesos,58.45,SLP,dengue
2024-04-15,sarpullido,60.24,MX,dengue
2024-04-15,sarpullido,62.34,SLP,dengue
2024-04-15,dengue slp,59.2,MX,dengue
2024-04-15,dengue slp,48.47,SLP,dengue
2024-04-15,mosquito,48.97,MX,dengue
2024-04-15,mosquito,51.38,SLP,dengue
2024-04-16,tos,63.37,MX,hantavirus
2024-04-16,tos,66.26,SLP,hantavirus
2024-04-16,fiebre,58.08,MX,hantavirus
2024-04-16,fiebre,68.9,SLP,hantavirus
2024-04-16,dolor muscular,50.6,MX,hantavirus
2024-04-16,dolor muscular,50.84,SLP,hantavirus
2024-04-16,dificultad para respirar,42.43,MX,hantavirus
2024-04-16,dificultad para respirar,41.9,SLP,hantavirus
2024-04-16,sangrado,51.85,MX,hantavirus
2024-04-16,sangrado,44.99,SLP,hantavirus
2024-04-16,raton de campo,51.65,MX,hantavirus
2024-04-16,raton de campo,39.72,SLP,hantavirus
2024-04-16,hantavirus sintomas,64.96,MX,hantavirus
2024-04-16,hantavirus sintomas,53.34,SLP,hantavirus
2024-04-16,covid tos,60.47,MX,covid
2024-04-16,covid tos,63.3,SLP,covid
2024-04-16,covid fiebre,57.6,MX,covid
2024-04-16,covid fiebre,61.93,SLP,covid
2024-04-16,perdida de olfato,57.71,MX,covid
2024-04-16,perdida de olfato,52.79,SLP,covid
2024-04-16,covid mexico,40.17,MX,covid
2024-04-16,covid mexico,43.57,SLP,covid
2024-04-16,covid slp,40.34,MX,covid
2024-04-16,covid slp,35.15,SLP,covid
2024-04-16,dengue fiebre,71.25,MX,dengue
2024-04-16,dengue fiebre,76.9,SLP,dengue
2024-04-16,dolor de huesos,69.19,MX,dengue
2024-04-16,dolor de huesos,69.42,SLP,dengue
2024-04-16,sarpullido,68.86,MX,dengue
2024-04-16,sarpullido,60.2,SLP,dengue
2024-04-16,dengue slp,58.06,MX,dengue
2024-04-16,dengue slp,52.32,SLP,dengue
2024-04-16,mosquito,51.52,MX,dengue
2024-04-16,mosquito,51.45,SLP,dengue
2024-04-17,tos,59.55,MX,hantavirus
2024-04-17,tos,63.19,SLP,hantavirus
2024-04-17,fiebre,60.78,MX,hantavirus
2024-04-17,fiebre,60.68,SLP,hantavirus
2024-04-17,dolor muscular,62.86,MX,hantavirus
2024-04-17,dolor muscular,48.84,SLP,hantavirus
2024-04-17,dificultad para respirar,32.82,MX,hantavirus
2024-04-17,dificultad para respirar,46.08,SLP,hantavirus
2024-04-17,sangrado,48.47,MX,hantavirus
2024-04-17,sangrado,43.57,SLP,hantavirus
2024-04-17,raton de campo,51.78,MX,hantavirus
2024-04-17,raton de campo,53.03,SLP,hantavirus
2024-04-17,hantavirus sintomas,59.18,MX,hantavirus
2024-04-17,hantavirus sintomas,61.41,SLP,hantavirus
2024-04-17,covid tos,56.65,MX,covid
2024-04-17,covid tos,58.71,SLP,covid
2024-04-17,covid fiebre,56.62,MX,covid
2024-04-17,covid fiebre,60.29,SLP,covid
2024-04-17,perdida de olfato,52.82,MX,covid
2024-04-17,perdida de olfato,48.62,SLP,covid
2024-04-17,covid mexico,57.38,MX,covid
2024-04-17,covid mexico,45.44,SLP,covid
2024-04-17,covid slp,48.4,MX,covid
2024-04-17,covid slp,47.94,SLP,covid
2024-04-17,dengue fiebre,76.68,MX,dengue
2024-04-17,dengue fiebre,66.31,SLP,dengue
2024-04-17,dolor de huesos,76.18,MX,dengue
2024-04-17,dolor de huesos,72.82,SLP,dengue
2024-04-17,sarpullido,66.01,MX,dengue
2024-04-17,sarpullido,64.6,SLP,dengue
2024-04-17,dengue slp,61.71,MX,dengue
2024-04-17,dengue slp,51.69,SLP,dengue
2024-04-17,mosquito,54.11,MX,dengue
2024-04-17,mosquito,59.9,SLP,dengue
2024-04-18,tos,58.81,MX,hantavirus
2024-04-18,tos,58.68,SLP,hantavirus
2024-04-18,fiebre,59.44,MX,hantavirus
2024-04-18,fiebre,61.55,SLP,hantavirus
2024-04-18,dolor muscular,51.77,MX,hantavirus
2024-04-18,dolor muscular,57.98,SLP,hantavirus
2024-04-18,dificultad para respirar,36.84,MX,hantavirus
2024-04-18,dificultad para respirar,41.91,SLP,hantavirus
2024-04-18,sangrado,44.2,MX,hantavirus
2024-04-18,sangrado,46.91,SLP,hantavirus
2024-04-18,raton de campo,60.33,MX,hantavirus
2024-04-18,raton de campo,42.91,SLP,hantavirus
2024-04-18,hantavirus sintomas,55.46,MX,hantavirus
2024-04-18,hantavirus sintomas,47.39,SLP,hantavirus
2024-04-18,covid tos,60.25,MX,covid
2024-04-18,covid tos,58.02,SLP,covid
2024-04-18,covid fiebre,61.53,MX,covid
2024-04-18,covid fiebre,66.5,SLP,covid
2024-04-18,perdida de olfato,58.78,MX,covid
2024-04-18,perdida de olfato,54.89,SLP,covid
2024-04-18,covid mexico,47.08,MX,covid
2024-04-18,covid mexico,44.17,SLP,covid
2024-04-18,covid slp,39.01,MX,covid
2024-04-18,covid slp,44.16,SLP,covid
2024-04-18,dengue fiebre,64.74,MX,dengue
2024-04-18,dengue fiebre,64.42,SLP,dengue
2024-04-18,dolor de huesos,67.31,MX,dengue
2024-04-18,dolor de huesos,75.16,SLP,dengue
2024-04-18,sarpullido,57.49,MX,dengue
2024-04-18,sarpullido,58.67,SLP,dengue
2024-04-18,dengue slp,53.56,MX,dengue
2024-04-18,dengue slp,52.41,SLP,dengue
2024-04-18,mosquito,48.77,MX,dengue
2024-04-18,mosquito,53.01,SLP,dengue
2024-04-19,tos,62.23,MX,hantavirus
2024-04-19,tos,58.11,SLP,hantavirus
2024-04-19,fiebre,60.04,MX,hantavirus
2024-04-19,fiebre,59.79,SLP,hantavirus
2024-04-19,dolor muscular,47.44,MX,hantavirus
2024-04-19,dolor muscular,58.03,SLP,hantavirus
2024-04-19,dificultad para respirar,42.44,MX,hantavirus
2024-04-19,dificultad para respirar,40.33,SLP,hantavirus
2024-04-19,sangrado,64.14,MX,hantavirus
2024-04-19,sangrado,36.88,SLP,hantavirus
2024-04-19,raton de campo,49.0,MX,hantavirus
2024-04-19,raton de campo,37.94,SLP,hantavirus
2024-04-19,hantavirus sintomas,65.08,MX,hantavirus
2024-04-19,hantavirus sintomas,57.39,SLP,hantavirus
2024-04-19,covid tos,65.23,MX,covid
2024-04-19,covid tos,60.66,SLP,covid
2024-04-19,covid fiebre,51.91,MX,covid
2024-04-19,covid fiebre,51.05,SLP,covid
2024-04-19,perdida de olfato,51.32,MX,covid
2024-04-19,perdida de olfato,52.52,SLP,covid
2024-04-19,covid mexico,42.88,MX,covid
2024-04-19,covid mexico,51.17,SLP,covid
2024-04-19,covid slp,33.59,MX,covid
2024-04-19,covid slp,43.0,SLP,covid
2024-04-19,dengue fiebre,63.55,MX,dengue
2024-04-19,dengue fiebre,62.42,SLP,dengue
2024-04-19,dolor de huesos,68.52,MX,dengue
2024-04-19,dolor de huesos,62.96,SLP,dengue
2024-04-19,sarpullido,69.48,MX,dengue
2024-04-19,sarpullido,60.52,SLP,dengue
2024-04-19,dengue slp,36.59,MX,dengue
2024-04-19,dengue slp,53.69,SLP,dengue
2024-04-19,mosquito,53.44,MX,dengue
2024-04-19,mosquito,48.56,SLP,dengue
2024-04-20,tos,65.54,MX,hantavirus
2024-04-20,tos,63.25,SLP,hantavirus
2024-04-20,fiebre,65.18,MX,hantavirus
2024-04-20,fiebre,58.6,SLP,hantavirus
2024-04-20,dolor muscular,54.83,MX,hantavirus
2024-04-20,dolor muscular,46.8,SLP,hantavirus
2024-04-20,dificultad para respirar,35.15,MX,hantavirus
2024-04-20,dificultad para respirar,41.8,SLP,hantavirus
2024-04-20,sangrado,42.97,MX,hantavirus
2024-04-20,sangrado,54.73,SLP,hantavirus
2024-04-20,raton de campo,55.77,MX,hantavirus
2024-04-20,raton de campo,44.06,SLP,hantavirus
2024-04-20,hantavirus sintomas,63.27,MX,hantavirus
2024-04-20,hantavirus sintomas,52.16,SLP,hantavirus
2024-04-20,covid tos,66.59,MX,covid
2024-04-20,covid tos,63.63,SLP,covid
2024-04-20,covid fiebre,72.51,MX,covid
2024-04-20,covid fiebre,56.82,SLP,covid
2024-04-20,perdida de olfato,50.59,MX,covid
2024-04-20,perdida de olfato,48.53,SLP,covid
2024-04-20,covid mexico,39.52,MX,covid
2024-04-20,covid mexico,50.94,SLP,covid
2024-04-20,covid slp,36.39,MX,covid
2024-04-20,covid slp,39.2,SLP,covid
2024-04-20,dengue fiebre,70.31,MX,dengue
2024-04-20,dengue fiebre,68.71,SLP,dengue
2024-04-20,dolor de huesos,72.06,MX,dengue
2024-04-20,dolor de huesos,69.59,SLP,dengue
2024-04-20,sarpullido,58.44,MX,dengue
2024-04-20,sarpullido,57.08,SLP,dengue
2024-04-20,dengue slp,53.74,MX,dengue
2024-04-20,dengue slp,59.06,SLP,dengue
2024-04-20,mosquito,49.53,MX,dengue
2024-04-20,mosquito,47.17,SLP,dengue
2024-04-21,tos,62.76,MX,hantavirus
2024-04-21,tos,66.25,SLP,hantavirus
2024-04-21,fiebre,67.16,MX,hantavirus
2024-04-21,fiebre,57.11,SLP,hantavirus
2024-04-21,dolor muscular,56.33,MX,hantavirus
2024-04-21,dolor muscular,46.79,SLP,hantavirus
2024-04-21,dificultad para respirar,39.4,MX,hantavirus
2024-04-21,dificultad para respirar,43.32,SLP,hantavirus
2024-04-21,sangrado,34.31,MX,hantavirus
2024-04-21,sangrado,38.93,SLP,hantavirus
2024-04-21,raton de campo,38.75,MX,hantavirus
2024-04-21,raton de campo,49.51,SLP,hantavirus
2024-04-21,hantavirus sintomas,67.19,MX,hantavirus
2024-04-21,hantavirus sintomas,59.13,SLP,hantavirus
2024-04-21,covid tos,63.37,MX,covid
2024-04-21,covid tos,60.32,SLP,covid
2024-04-21,covid fiebre,58.28,MX,covid
2024-04-21,covid fiebre,70.31,SLP,covid
2024-04-21,perdida de olfato,52.83,MX,covid
2024-04-21,perdida de olfato,47.45,SLP,covid
2024-04-21,covid mexico,51.3,MX,covid
2024-04-21,covid mexico,42.4,SLP,covid
2024-04-21,covid slp,33.32,MX,covid
2024-04-21,covid slp,37.81,SLP,covid
2024-04-21,dengue fiebre,76.92,MX,dengue
2024-04-21,dengue fiebre,68.82,SLP,dengue
2024-04-21,dolor de huesos,66.15,MX,dengue
2024-04-21,dolor de huesos,68.88,SLP,dengue
2024-04-21,sarpullido,62.86,MX,dengue
2024-04-21,sarpullido,57.15,SLP,dengue
2024-04-21,dengue slp,49.13,MX,dengue
2024-04-21,dengue slp,50.58,SLP,dengue
2024-04-21,mosquito,45.18,MX,dengue
2024-04-21,mosquito,47.73,SLP,dengue
2024-04-22,tos,64.7,MX,hantavirus
2024-04-22,tos,62.56,SLP,hantavirus
2024-04-22,fiebre,57.92,MX,hantavirus
2024-04-22,fiebre,59.5,SLP,hantavirus
2024-04-22,dolor muscular,56.64,MX,hantavirus
2024-04-22,dolor muscular,53.64,SLP,hantavirus
2024-04-22,dificultad para respirar,52.01,MX,hantavirus
2024-04-22,dificultad para respirar,51.49,SLP,hantavirus
2024-04-22,sangrado,41.64,MX,hantavirus
2024-04-22,sangrado,43.36,SLP,hantavirus
2024-04-22,raton de campo,45.72,MX,hantavirus
2024-04-22,raton de campo,49.18,SLP,hantavirus
2024-04-22,hantavirus sintomas,63.8,MX,hantavirus
2024-04-22,hantavirus sintomas,56.34,SLP,hantavirus
2024-04-22,covid tos,58.37,MX,covid
2024-04-22,covid tos,54.66,SLP,covid
2024-04-22,covid fiebre,56.46,MX,covid
2024-04-22,covid fiebre,67.57,SLP,covid
2024-04-22,perdida de olfato,58.08,MX,covid
2024-04-22,perdida de olfato,49.46,SLP,covid
2024-04-22,covid mexico,47.92,MX,covid
2024-04-22,covid mexico,50.03,SLP,covid
2024-04-22,covid slp,45.03,MX,covid
2024-04-22,covid slp,43.43,SLP,covid
2024-04-22,dengue fiebre,72.17,MX,dengue
2024-04-22,dengue fiebre,61.62,SLP,dengue
2024-04-22,dolor de huesos,76.57,MX,dengue
2024-04-22,dolor de huesos,64.16,SLP,dengue
2024-04-22,sarpullido,58.34,MX,dengue
2024-04-22,sarpullido,64.53,SLP,dengue
2024-04-22,dengue slp,56.46,MX,dengue
2024-04-22,dengue slp,53.86,SLP,dengue
2024-04-22,mosquito,48.01,MX,dengue
2024-04-22,mosquito,42.7,SLP,dengue
2024-04-23,tos,55.47,MX,hantavirus
2024-04-23,tos,56.78,SLP,hantavirus
2024-04-23,fiebre,61.84,MX,hantavirus
2024-04-23,fiebre,61.83,SLP,hantavirus
2024-04-23,dolor muscular,51.21,MX,hantavirus
2024-04-23,dolor muscular,52.47,SLP,hantavirus
2024-04-23,dificultad para respirar,42.3,MX,hantavirus
2024-04-23,dificultad para respirar,42.54,SLP,hantavirus
2024-04-23,sangrado,39.13,MX,hantavirus
2024-04-23,sangrado,39.17,SLP,hantavirus
2024-04-23,raton de campo,39.77,MX,hantavirus
2024-04-23,raton de campo,48.65,SLP,hantavirus
2024-04-23,hantavirus sintomas,49.36,MX,hantavirus
2024-04-23,hantavirus sintomas,62.89,SLP,hantavirus
2024-04-23,covid tos,61.72,MX,covid
2024-04-23,covid tos,61.18,SLP,covid
2024-04-23,covid fiebre,54.3,MX,covid
2024-04-23,covid fiebre,56.14,SLP,covid
2024-04-23,perdida de olfato,52.66,MX,covid
2024-04-23,perdida de olfato,52.7,SLP,covid
2024-04-23,covid mexico,46.9,MX,covid
2024-04-23,covid mexico,40.62,SLP,covid
2024-04-23,covid slp,42.29,MX,covid
2024-04-23,covid slp,42.38,SLP,covid
2024-04-23,dengue fiebre,65.5,MX,dengue
2024-04-23,dengue fiebre,70.81,SLP,dengue
2024-04-23,dolor de huesos,71.88,MX,dengue
2024-04-23,dolor de huesos,73.99,SLP,dengue
2024-04-23,sarpullido,53.84,MX,dengue
2024-04-23,sarpullido,55.34,SLP,dengue
2024-04-23,dengue slp,52.32,MX,dengue
2024-04-23,dengue slp,47.53,SLP,dengue
2024-04-23,mosquito,45.12,MX,dengue
2024-04-23,mosquito,52.03,SLP,dengue
2024-04-24,tos,65.6,MX,hantavirus
2024-04-24,tos,63.67,SLP,hantavirus
2024-04-24,fiebre,61.15,MX,hantavirus
2024-04-24,fiebre,57.57,SLP,hantavirus
2024-04-24,dolor muscular,55.88,MX,hantavirus
2024-04-24,dolor muscular,48.5,SLP,hantavirus
2024-04-24,dificultad para respirar,48.32,MX,hantavirus
2024-04-24,dificultad para respirar,50.63,SLP,hantavirus
2024-04-24,sangrado,38.92,MX,hantavirus
2024-04-24,sangrado,40.97,SLP,hantavirus
2024-04-24,raton de campo,46.7,MX,hantavirus
2024-04-24,raton de campo,55.12,SLP,hantavirus
2024-04-24,hantavirus sintomas,59.49,MX,hantavirus
2024-04-24,hantavirus sintomas,57.38,SLP,hantavirus
2024-04-24,covid tos,63.23,MX,covid
2024-04-24,covid tos,64.67,SLP,covid
2024-04-24,covid fiebre,56.83,MX,covid
